sample_id,milk_type,milk_volume_ml,adulterant,addition_amount,addition_unit,concentration,water_present,water_amount,water_unit,urea_present,urea_amount,urea_unit,starch_present,starch_amount,starch_unit,detergent_present,detergent_amount,detergent_unit,ph,tds,tcs3448_f1,tcs3448_f2,tcs3448_fz,tcs3448_f3,tcs3448_f4,tcs3448_f5,tcs3448_fy,tcs3448_fxl,tcs3448_f6,tcs3448_f7,tcs3448_f8,tcs3448_nir,tcs3448_clear,tcs3448_flicker,created_at
S001,Amul,100.0,Pure Milk,,,,0,,,0,,,0,,,0,,,6.43,0.0,7.0,51.0,241.0,215.0,284.0,110.0,417.0,362.0,263.0,100.0,10.0,14.0,411.0,9071.0,2026-09-16T05:35:49
